Tipo,Codi,Nombre,Codigo Barras,Codigo Oem,Descripcion,Estado,Moneda,Costo Interno,Precio,Iva,Precio Final,Rentabilidad,Stock,Stock Reservado,Stock Disponible,Stock Minimo,Visible En Ventas,Rubro,Sub Rubro,Proveedor,Observaciones,CC Compras,CC Ventas,CC Mercaderia
Producto,HZRG4B6, VARA HZRDUS BLACK GEN4 60 STIFF,,,,Activo,$,107302.0,76506.17,21,92572.47,0,"2,00","0,00","2,00",0,SI,VARAS,TM,,,,,
Producto,TTPUTTER3, VARA PUTTER  .370 OD STEPLESS PARALLEL TIP,,,,Activo,$,3000.0,4012.35,21,4854.94,0,"2,00","0,00","2,00",0,SI,VARAS,TRUE TEMPER,PREMIUM GOLF MANAGEMENT CO. LTD,,,,
Producto,10,00,,,,Activo,$,0.0,0.0,0,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,CARRO,,,,,
Servicio,TALLE,ACORTAR VARA ACERO/GRAFITO,,,,Activo,$,0.0,1280.0,0,1280.0,0,,,,0,SI,,,,,,,
Producto,AJUS,AJUSTE,,,,Activo,$,0.0,0.0,21,0.0,0,"398,00","0,00","398,00",0,SI,PELOTAS,,,,,,
Servicio,TALLE,ALARGUE VARA ACERO,,,,Activo,$,0.0,3200.0,0,3200.0,0,,,,0,SI,,,,,,,
Servicio,TALLE,ALARGUE VARA GRAFITO,,,,Activo,$,0.0,4160.0,0,4160.0,0,,,,0,SI,,,,,,,
Producto,N76086,BALL DISTANCE+,,,,Activo,$,9441.0,28654.97,21,34672.51,0,"6.991,00","27,00","6.964,00",0,SI,PELOTAS,ECONOMICA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N76093,BALL DISTANCE+ YLW,,,,Activo,$,9441.0,28654.97,21,34672.51,0,"89,00","0,00","89,00",0,SI,PELOTAS,ECONOMICA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N76419,BALL KALEA PEACH DZ,,,,Activo,$,10296.04,20467.84,21,24766.09,0,"44,00","0,00","44,00",0,SI,PELOTAS,ECONOMICA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923714300,BALL KALEA PURPLE DZ,,,,Activo,$,10296.04,20467.84,21,24766.09,0,"50,00","0,00","50,00",0,SI,PELOTAS,ECONOMICA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923714300,BALL NOODLE LONG & SOFT 15,192371364994.0,,,Activo,$,2292.0,18713.45,21,22643.27,0,"0,00","0,00","0,00",0,SI,PELOTAS,ECONOMICA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76294,BALL NOODLE LONG & SOFT 15 (TUBO),,,,Activo,$,0.0,1169.59,21,1415.2,0,"51,00","0,00","51,00",0,SI,PELOTAS,,,,,,
Producto,N76299,BALL NOODLE LONG & SOFT 24,,,,Activo,$,11053.1,24853.8,21,30073.1,0,"93,00","0,00","93,00",0,SI,PELOTAS,ECONOMICA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923713649,BALL NOODLE LONG & SOFT 24 (TUBO),,,,Activo,$,0.0,1008.33,21,1220.08,0,"255,00","0,00","255,00",0,SI,PELOTAS,,,,,,
Producto,M71509,BALL RANGE 3 STRIPES YLW ,,,,Activo,$,127.72,1065.0,21,1288.65,0,"17.930,00","0,00","17.930,00",0,SI,PELOTAS,ECONOMICA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N76407,BALL SOFT RESPONSE,192371429884.0,,,Activo,$,12870.06,26315.79,21,31842.11,0,"606,00","0,00","606,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76407,BALL SOFT RESPONSE (TUBO),,,,Activo,$,0.0,2266.08,21,2741.96,0,"324,00","0,00","324,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,N76408,BALL SOFT RESPONSE YLW,192371429945.0,,,Activo,$,12870.06,26315.79,21,31842.11,0,"317,00","0,00","317,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N27470,BALL TM24 SPEED SOFT DZ,,,,Activo,$,14092.0,20467.84,21,24766.09,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99145,BALL TM24 SPEED SOFT INK BLUE DZ,,,,Activo,$,14092.0,20467.84,21,24766.09,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99100,BALL TM24 SPEED SOFT INK GREEN DZ,,,,Activo,$,14092.0,20467.84,21,24766.09,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99098,BALL TM24 SPEED SOFT INK JAR 6DZ,,,,Activo,$,84539.0,118421.05,21,143289.47,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99240,BALL TM24 SPEED SOFT INK PINK DZ,,,,Activo,$,14092.0,20467.84,21,24766.09,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99102,BALL TM24 SPEED SOFT YLW DZ,,,,Activo,$,14092.0,20467.84,21,24766.09,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99279,BALL TM24 SYMBOL TP5 CACTUS DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99271,BALL TM24 SYMBOL TP5 CALAVERA DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99280,BALL TM24 SYMBOL TP5 CERVEZA DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99277,BALL TM24 SYMBOL TP5 COCKTAIL DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99273,BALL TM24 SYMBOL TP5 DOLAR DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99274,BALL TM24 SYMBOL TP5 PANCHO DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99291,BALL TM24 SYMBOL TP5X CACTUS DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99283,BALL TM24 SYMBOL TP5X CALAVERA DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99292,BALL TM24 SYMBOL TP5X CERVEZA DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99289,BALL TM24 SYMBOL TP5X COCKTAIL DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99285,BALL TM24 SYMBOL TP5X DOLAR DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,V99286,BALL TM24 SYMBOL TP5X PANCHO DZ,,,,Activo,$,33813.0,47309.94,21,57245.03,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,N76639,BALL TM24 TP5 DZ,,,,Activo,$,30992.0,43859.65,21,53070.18,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,N76710,BALL TM24 TP5 PIX 3.0 DZ,,,,Activo,$,30992.0,43859.65,21,53070.18,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,N76686,BALL TM24 TP5 YLW DZ,,,,Activo,$,30992.0,43859.65,21,53070.18,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,N76667,BALL TM24 TP5X DZ,,,,Activo,$,30992.0,43859.65,21,53070.18,0,"0,00","0,00","0,00",0,SI,PELOTAS,ECONOMICA,,,,,
Producto,N76739,BALL TM24 TP5X PIX 3.0 DZ,,,,Activo,$,30992.0,43859.65,21,53070.18,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,N76698,BALL TM24 TP5X YLW DZ,,,,Activo,$,30992.0,43859.65,21,53070.18,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,,,,,
Producto,N76384,BALL TOUR RESPONSE,192371429662.0,,,Activo,$,22106.22,38596.49,21,46701.75,0,"346,00","0,00","346,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76384,BALL TOUR RESPONSE (TUBO),,,,Activo,$,0.0,3435.67,21,4157.16,0,"16,00","0,00","16,00",0,SI,PELOTAS,,,,,,
Producto,N76386,BALL TOUR RESPONSE STRIPE,192371429853.0,,,Activo,$,22106.22,38596.49,21,46701.75,0,"564,00","0,00","564,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76386,BALL TOUR RESPONSE STRIPE (TUBO),,,,Activo,$,0.0,3435.67,21,4157.16,0,"83,00","0,00","83,00",0,SI,PELOTAS,,,,,,
Producto,N76593,BALL TOUR RESPONSE STRIPE BLUE JAR DDZ,,,,Activo,$,44212.46,77192.98,21,93403.51,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923715037,BALL TOUR RESPONSE STRIPE GREEN JAR DDZ,,,,Activo,$,44212.46,77192.98,21,93403.51,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923715158,BALL TOUR RESPONSE STRIPE PINK JAR DDZ,,,,Activo,$,44212.46,77192.98,21,93403.51,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923715037,BALL TOUR RESPONSE STRIPE RED JAR DDZ,,,,Activo,$,44212.46,77192.98,21,93403.51,0,"1,00","0,00","1,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923715037,BALL TOUR RESPONSE YLW,192371429839.0,,,Activo,$,22106.22,38596.49,21,46701.75,0,"4,00","0,00","4,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M71985,BALL TP5,192371331507.0,,,Activo,$,25956.44,46198.83,21,55900.58,0,"124,00","6,00","118,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORM71985,BALL TP5 (TUBO),,,,Activo,$,0.0,4312.86,21,5218.56,0,"57,00","0,00","57,00",0,SI,PELOTAS,,,,,,
Producto,N76515,BALL TP5 PIX USA,192371471739.0,,,Activo,$,25956.44,46198.83,21,55900.58,0,"0,00","0,00","0,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N76043,BALL TP5 PIX2.0,192371332153.0,,,Activo,$,25956.44,46198.83,21,55900.58,0,"76,00","0,00","76,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76043,BALL TP5 PIX2.0 (TUBO),,,,Activo,$,0.0,4312.86,21,5218.56,0,"12,00","0,00","12,00",0,SI,PELOTAS,,,,,,
Producto,CORN7631,BALL TP5 YELLOW (TUBO),,,,Activo,$,0.0,4312.86,21,5218.56,0,"24,00","0,00","24,00",0,SI,PELOTAS,,,,,,
Producto,N76031,BALL TP5 YLW,192371331941.0,,,Activo,$,25956.44,46198.83,21,55900.58,0,"199,00","0,00","199,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76031,BALL TP5 YLW (TUBO),,,,Activo,$,0.0,4312.86,21,5218.56,0,"12,00","0,00","12,00",0,SI,PELOTAS,,,,,,
Producto,N76005,BALL TP5X,192371331712.0,,,Activo,$,25956.44,46198.83,21,55900.58,0,"515,00","0,00","515,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76005,BALL TP5X (TUBO),,,,Activo,$,0.0,4312.86,21,5218.56,0,"61,00","0,00","61,00",0,SI,PELOTAS,,,,,,
Producto,N76064,BALL TP5X PIX2.0,192371332344.0,,,Activo,$,25956.44,46198.83,21,55900.58,0,"175,00","3,00","172,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CORN76064,BALL TP5X PIX2.0 (TUBO),,,,Activo,$,0.0,4312.86,21,5218.56,0,"18,00","0,00","18,00",0,SI,PELOTAS,,,,,,
Producto,CORN76037,BALL TP5X YELLOW (TUBO),,,,Activo,$,0.0,4312.86,21,5218.56,0,"23,00","0,00","23,00",0,SI,PELOTAS,,,,,,
Producto,N76037,BALL TP5X YLW,192371331989.0,,,Activo,$,25956.44,46198.83,21,55900.58,0,"210,00","0,00","210,00",0,SI,PELOTAS,PREMIUM,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2S21K070B,BLACK BUZO WOMEN L,,,,Activo,$,0.0,16999.28,0,16999.28,0,"10,00","0,00","10,00",0,SI,NORMAN,,,,,,
Producto,G2S21K070B,BLACK BUZO WOMEN M,,,,Activo,$,0.0,16999.28,0,16999.28,0,"13,00","0,00","13,00",0,SI,NORMAN,,,,,,
Producto,G2S21K070B,BLACK BUZO WOMEN S,,,,Activo,$,0.0,16999.28,0,16999.28,0,"11,00","0,00","11,00",0,SI,NORMAN,,,,,,
Producto,G2S21K070BL,BLACK BUZO WOMEN XL,,,,Activo,$,0.0,16999.28,21,20569.13,0,"5,00","0,00","5,00",0,SI,NORMAN,,,,,,
Producto,G2S21K070BL,BLACK BUZO WOMEN XS,,,,Activo,$,0.0,16999.28,0,16999.28,0,"3,00","0,00","3,00",0,SI,NORMAN,,,,,,
Producto,N76410,BOCA BALL SOFT RESPONSE ESCUDO,,,,Activo,$,10366.8,24705.88,21,29894.11,0,"296,00","6,00","290,00",0,SI,PELOTAS,BOCA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,1923714299,BOCA BALL SOFT RESPONSE ESCUDO (TUBO),,,,Activo,$,5183.4,4544.11,21,5498.37,0,"5,00","0,00","5,00",0,SI,PELOTAS,BOCA,,,,,
Producto,BALL BO,BOCA BALL TOUR RESPONSE ESCUDO,,,,Activo,$,13193.02,36176.47,21,43773.53,0,"57,00","0,00","57,00",0,SI,PELOTAS,BOCA,,,,,
Producto,CORBALL BO,BOCA BALL TOUR RESPONSE ESCUDO (TUBO),,,,Activo,$,13193.02,6308.82,21,7633.67,0,"4,00","0,00","4,00",0,SI,PELOTAS,BOCA,,,,,
Producto,TM21 COR TP5 BO,BOCA BALL TP5 (TUBO),,,,Activo,$,0.0,4985.29,21,6032.2,0,"0,00","0,00","0,00",0,SI,PELOTAS,BOCA,,,,,
Producto,TM21 TP5 BO,BOCA BALL TP5 ESCUDO,,,,Activo,$,15933.4,42352.94,21,51247.06,0,"350,00","0,00","350,00",0,SI,PELOTAS,BOCA,,,,,
Producto,RB22-DISPOSITIVOS,BOCA DISPOSITIVOS PUTTER CHICO ,,,,Activo,$,2816.04,7000.0,21,8470.0,0,"6,00","0,00","6,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-DISPOSITIVOS,BOCA DISPOSITIVOS PUTTER GRANDE ,,,,Activo,$,4893.92,11705.88,21,14164.11,0,"1,00","0,00","1,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-DOS MARCAS,BOCA DOS MARCAS ESCUDO ,,,,Activo,$,5279.36,13470.59,21,16299.41,0,"82,00","0,00","82,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-FUNDAS DRIV,BOCA FUNDAS DRIVER ,,,,Activo,$,10599.6,26411.76,21,31958.23,0,"43,00","0,00","43,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-FUNDAS PUTTER BLAD,BOCA FUNDAS PUTTER BLADE ,,,,Activo,$,9052.0,22647.06,21,27402.94,0,"11,00","0,00","11,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-FUNDAS PUTTE,BOCA FUNDAS PUTTER MALLET ,,,,Activo,$,10103.2,23294.12,21,28185.89,0,"0,00","0,00","0,00",0,SI,ACCESORIOS,,,,,,
Producto,V9800909B56-,BOCA JUEGO SANDS MG3 BLACK 56,,,,Activo,$,20751.4,109876.54,21,132950.61,0,"0,00","0,00","0,00",0,SI,SAND,SANDS BOCA,,,,,
Producto,V9800909B56,BOCA JUEGO SANDS MG3 BLACK 56/60,,,,Activo,$,148916.76,268518.52,21,324907.41,0,"0,00","0,00","0,00",0,SI,SAND,SANDS BOCA,,,,,
Producto,V9800909B56-,BOCA JUEGO SANDS MG3 BLACK 60,,,,Activo,$,20751.4,109876.54,21,132950.61,0,"0,00","0,00","0,00",0,SI,SAND,SANDS BOCA,,,,,
Producto,V9800909B56-1,BOCA JUEGO SANDS MG3 CHROME 56,,,,Activo,$,20751.4,109876.54,21,132950.61,0,"9,00","0,00","9,00",0,SI,SAND,SANDS BOCA,,,,,
Producto,V9800909B,BOCA JUEGO SANDS MG3 CHROME 56/60,,,,Activo,$,213429.0,268518.52,21,324907.41,0,"1,00","0,00","1,00",0,SI,SAND,SANDS BOCA,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,RB22-LEVANTA PIQUE,BOCA LEVANTA PIQUES + DOS MARCAS ,,,,Activo,$,8076.72,18823.53,21,22776.47,0,"173,00","0,00","173,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-NECESE,BOCA NECESER ,,,,Activo,$,8146.8,19411.76,21,23488.23,0,"3,00","0,00","3,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-PORTA TARJETAS,BOCA PORTA TARJETAS HORIZONTAL ,,,,Activo,$,2960.88,11764.71,21,14235.3,0,"4,00","0,00","4,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-PORTA TARJETA,BOCA PORTA TARJETAS VERTICAL  ,,,,Activo,$,2779.84,11176.47,21,13523.53,0,"22,00","0,00","22,00",0,SI,ACCESORIOS,,,,,,
Producto,M2737106,BOCA PUTTER SPIDER TOUR #1 34IN,,,,Activo,$,107317.58,216666.67,21,262166.67,0,"1,00","0,00","1,00",0,SI,PUTTER,BOCA Y RIVER,,,,,
Producto,M2737106,BOCA PUTTER SPIDER TOUR #1 35IN,,,,Activo,$,107317.58,133333.33,21,161333.33,0,"0,00","0,00","0,00",0,SI,PUTTER,BOCA Y RIVER,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,M2737106,BOCA PUTTER SPIDER TOUR #3 34IN,,,,Activo,$,107317.58,133333.33,21,161333.33,0,"0,00","0,00","0,00",0,SI,PUTTER,BOCA Y RIVER,,,,,
Producto,M2737106,BOCA PUTTER SPIDER TOUR #3 35IN,,,,Activo,$,107317.58,133333.33,21,161333.33,0,"0,00","0,00","0,00",0,SI,PUTTER,BOCA Y RIVER,,,,,
Producto,M2737106,BOCA PUTTER SPIDER TOUR SB 34IN,,,,Activo,$,107317.58,133333.33,21,161333.33,0,"0,00","0,00","0,00",0,SI,PUTTER,BOCA Y RIVER,,,,,
Producto,M2737106,BOCA PUTTER SPIDER TOUR SB 35IN,,,,Activo,$,107317.58,133333.33,21,161333.33,0,"0,00","0,00","0,00",0,SI,PUTTER,BOCA Y RIVER,,,,,
Producto,V9800909B56-1,BOCA SANDS MG3 CHROME 60,,,,Activo,$,20751.4,109876.54,21,132950.61,0,"9,00","0,00","9,00",0,SI,SAND,SANDS BOCA,,,,,
Producto,RB22-TE,BOCA TEES CAJA X 30,,,,Activo,$,2384.0,7941.18,21,9608.83,0,"43,00","0,00","43,00",0,SI,ACCESORIOS,,,,,,
Producto,RB22-TOALLA,BOCA TOALLAS ,,,,Activo,$,4496.8,10588.24,21,12811.77,0,"8,00","0,00","8,00",0,SI,ACCESORIOS,Boca,,,,,
Producto,BCLTM2,BOLSA CART LITE TM20 BLK,,,,Activo,$,30874.5,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,,,,,,
Producto,BCLTM20,BOLSA CART LITE TM20 NAVY,,,,Activo,$,30874.5,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,,,,,,
Producto,BCLTM20,BOLSA CART LITE TM20 ORANGE,,,,Activo,$,30874.5,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,,,,,,
Producto,N65531,BOLSA SELECT PLUS CART BLACK CHARCOAL,,,,Activo,$,93307.5,262500.0,21,317625.0,0,"63,00","0,00","63,00",0,SI,BOLSAS,CARRO,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65532,BOLSA SELECT PLUS CART BLACK RED,,,,Activo,$,93307.5,262500.0,21,317625.0,0,"76,00","1,00","75,00",0,SI,BOLSAS,CARRO,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65537,BOLSA SELECT PLUS CART BLUE WHTE,,,,Activo,$,93307.5,210000.0,21,254100.0,0,"76,00","0,00","76,00",0,SI,BOLSAS,CARRO,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65529,BOLSA SELECT PLUS CART GRAY BLACK,,,,Activo,$,93307.5,262500.0,21,317625.0,0,"1,00","0,00","1,00",0,SI,BOLSAS,CARRO,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65541,BOLSA SELECT PLUS STAND BLACK BLU,,,,Activo,$,93307.5,175000.0,21,211750.0,0,"53,00","0,00","53,00",0,SI,BOLSAS,TRIPODE,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65540,BOLSA SELECT PLUS STAND BLACK CHARCOAL,,,,Activo,$,93307.5,262500.0,21,317625.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,TRIPODE,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65538,BOLSA SELECT PLUS STAND BLACK RED,,,,Activo,$,93307.5,262500.0,21,317625.0,0,"1,00","0,00","1,00",0,SI,BOLSAS,TRIPODE,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65546,BOLSA SELECT PLUS STAND BLUE WHITE,,,,Activo,$,93307.5,262500.0,21,317625.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,TRIPODE,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,N65539,BOLSA SELECT PLUS STAND GREY BLACK,,,,Activo,$,93307.5,262500.0,21,317625.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,TRIPODE,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,BS80N,BOLSA STAND 8.0 BLK WHY BLUE,,,,Activo,$,23389.5,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,,,,,,
Producto,BS80N,BOLSA STAND 8.0 BLK WHY RED,,,,Activo,$,23389.5,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,,,,,,
Producto,BS80,BOLSA STAND 8.0 GRIS NEGRA,,,,Activo,$,23389.5,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,,,,,,
Producto,BS80A,BOLSA STAND 8.0 NAVY WHY RED,,,,Activo,$,23389.5,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,BOLSAS,,,,,,
Producto,N26867,BOLSA TM24 CART LITE BLACK,,,,Activo,$,216000.0,302777.78,21,366361.11,0,"0,00","0,00","0,00",0,SI,BOLSAS,CARRO,,,,,
Producto,N26869,BOLSA TM24 CART LITE BLACK TAN,,,,Activo,$,216000.0,302777.78,21,366361.11,0,"0,00","0,00","0,00",0,SI,BOLSAS,CARRO,,,,,
Producto,N26870,BOLSA TM24 CART LITE NAVY,,,,Activo,$,216000.0,302777.78,21,366361.11,0,"0,00","0,00","0,00",0,SI,BOLSAS,CARRO,,,,,
Producto,N26871,BOLSA TM24 CART LITE NAVY BLUE,,,,Activo,$,216000.0,302777.78,21,366361.11,0,"0,00","0,00","0,00",0,SI,BOLSAS,CARRO,,,,,
Producto,N26600,BOLSA TM24 FLEXTECH CROSSOVER BLACK,,,,Activo,$,216000.0,302777.78,21,366361.11,0,"0,00","0,00","0,00",0,SI,BOLSAS,TRIPODE,,,,,
Producto,N26602,BOLSA TM24 FLEXTECH CROSSOVER NAVY,,,,Activo,$,216000.0,302777.78,21,366361.11,0,"0,00","0,00","0,00",0,SI,BOLSAS,TRIPODE,,,,,
Producto,N26601,BOLSA TM24 FLEXTECH CROSSOVER WHITE,,,,Activo,$,216000.0,302777.78,21,366361.11,0,"0,00","0,00","0,00",0,SI,BOLSAS,TRIPODE,,,,,
Producto,G2F21J063BL,BONDED FLEECE JACKET BLACK LARGE,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"12,00","0,00","12,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063BL,BONDED FLEECE JACKET BLACK MEDIUM,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"15,00","0,00","15,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063BL,BONDED FLEECE JACKET BLACK SMALL,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"12,00","0,00","12,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063BLK,BONDED FLEECE JACKET BLACK XLARGE,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"6,00","0,00","6,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063BLK,BONDED FLEECE JACKET BLACK XSMALL,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"3,00","0,00","3,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063WH,BONDED FLEECE JACKET WHITE LARGE,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"12,00","0,00","12,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063WH,BONDED FLEECE JACKET WHITE MEDIUM,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"15,00","0,00","15,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063WH,BONDED FLEECE JACKET WHITE SMALL,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"12,00","0,00","12,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063WHT,BONDED FLEECE JACKET WHITE XLARGE,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"6,00","0,00","6,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,G2F21J063WHT,BONDED FLEECE JACKET WHITE XSMALL,,,,Activo,$,38539.2,26972.97,21,32637.29,0,"3,00","0,00","3,00",0,SI,NORMAN,WOMEN S TOPS,TAYLOR MADE GOLF COMPANY INC.,,,,
Producto,CP20,CAMBIO DE PRECIO,,,,Activo,$,0.0,0.0,21,0.0,0,"0,00","0,00","0,00",0,SI,NINGUNO,,,,,,
Servicio,TALLE,CAMBIO DE VARAS ACERO/GRAFITO,,,,Activo,$,0.0,4800.0,0,4800.0,0,,,,0,SI,,,,POR PALO EL PRECIO.,,,
